"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"US1AZPM0063","FLOWING WELLS 3.1 W, AZ US","32.28607","-111.06222","713.8","2013-01",,,,,,,"0","4,N",,,,,"0.0","4,,N,31,+","0.45",",,N,27,",,,,,,,,,,,"0.80",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0063","FLOWING WELLS 3.1 W, AZ US","32.28607","-111.06222","713.8","2013-02",,,,,,,"0","2,N",,,,,"0.3","2,,N,21,","0.65",",,N,21,",,,,,,,,,,,"0.88",",,,N","0.3","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0063","FLOWING WELLS 3.1 W, AZ US","32.28607","-111.06222","713.8","2013-03",,,,,,,"0","1,N",,,,,"0.0","1,,N,31,+","0.07",",,N,09,",,,,,,,,,,,"0.07",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0063","FLOWING WELLS 3.1 W, AZ US","32.28607","-111.06222","713.8","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.21",",,N,09,",,,,,,,,,,,"0.21",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0184","TUCSON 6.2 ENE, AZ US","32.2483","-110.82","774.5","2013-01",,,,,,,,,,,,,,,"0.34","1,,N,27,",,,,,,,,,,,"0.74","1,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0184","TUCSON 6.2 ENE, AZ US","32.2483","-110.82","774.5","2013-02",,,,,,,"1","4,N",,,,,"1.7","4,,N,21,","0.48",",,N,21,",,,,,,,,,,,"0.72",",,,N","1.7","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0184","TUCSON 6.2 ENE, AZ US","32.2483","-110.82","774.5","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","0.00",",T,N,10,+",,,,,,,,,,,"0.00",",T,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0184","TUCSON 6.2 ENE, AZ US","32.2483","-110.82","774.5","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.13",",,N,09,",,,,,,,,,,,"0.13",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"USC00025467","MESA, AZ US","33.4114","-111.8183","376.4","2013-01",,,,,,,,,,,,,,,"1.00",",,7,27,",,,,,,,,,,,"1.74",",,,7",,,,,,,,,,,,,,,,,,,,
"USC00025467","MESA, AZ US","33.4114","-111.8183","376.4","2013-02",,,,,,,,,,,,,,,"0.30",",,7,09,",,,,,,,,,,,"1.01",",,,7",,,,,,,,,,,,,,,,,,,,
"USC00025467","MESA, AZ US","33.4114","-111.8183","376.4","2013-03",,,,,,,,,,,,,,,"1.10",",,7,09,",,,,,,,,,,,"1.31",",,,7",,,,,,,,,,,,,,,,,,,,
"USC00025467","MESA, AZ US","33.4114","-111.8183","376.4","2013-04",,,,,,,,,,,,,,,"0.05",",,7,09,",,,,,,,,,,,"0.05",",,,7",,,,,,,,,,,,,,,,,,,,
"US1AZPM0064","TUCSON 5.5 NNE, AZ US","32.266233","-110.8477","752.6","2013-01",,,,,,,,,,,,,,,"0.31","2,,N,27,+",,,,,,,,,,,"0.82","2,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0064","TUCSON 5.5 NNE, AZ US","32.266233","-110.8477","752.6","2013-02",,,,,,,,,,,,,,,"0.42","3,,N,21,",,,,,,,,,,,"0.61","3,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0185","ORO VALLEY 1.8 W, AZ US","32.392437","-110.991236","760.2","2013-01",,,,,,,,,,,,,,,"0.72","2,,N,27,",,,,,,,,,,,"1.37","2,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0185","ORO VALLEY 1.8 W, AZ US","32.392437","-110.991236","760.2","2013-02",,,,,,,,,,,,,,,"0.44",",,N,21,",,,,,,,,,,,"0.85",",,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0185","ORO VALLEY 1.8 W, AZ US","32.392437","-110.991236","760.2","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","0.20",",,N,09,",,,,,,,,,,,"0.22",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0185","ORO VALLEY 1.8 W, AZ US","32.392437","-110.991236","760.2","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.17",",,N,09,",,,,,,,,,,,"0.17",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"USC00026796","PRESCOTT, AZ US","34.5706","-112.4322","1586.5","2013-01",,,"0","7","1",",7","1",",7","2",",7,15,","1",",,7,29,","1.0",",,7,29,","0.81",",,7,26,","65",",7,24,",,,"2613","7",,,,,"1.94",",,,7","1.0",",,,7","32.8",",7","47.8",",,,7","17.9",",,,7",,,,,,,,,,,,
"USC00026796","PRESCOTT, AZ US","34.5706","-112.4322","1586.5","2013-02",,,"0","7","3",",7","2",",7","14",",7,28,+","3",",,7,24,","2.9",",,7,24,","0.15",",,7,09,","64",",7,17,",,,"3427","7",,,,,"0.38",",,,7","5.7",",,,7","35.9",",7","50.5",",,,7","21.4",",,,7",,,,,,,,,,,,
"USC00026796","PRESCOTT, AZ US","34.5706","-112.4322","1586.5","2013-03",,,"0","7","0",",7","0",",7","16",",7,01,","0",",,7,31,+","0.3",",,7,09,","0.07",",,7,09,+","78",",7,17,+",,,"3914","7",,,,,"0.14",",,,7","0.3",",,,7","49.3",",7","65.7",",,,7","32.9",",,,7",,,,,,,,,,,,
"USC00026796","PRESCOTT, AZ US","34.5706","-112.4322","1586.5","2013-04",,,"2","7","0",",7","0",",7","24",",7,18,","0",",,7,30,+","0.0",",,7,30,+","0.11",",,7,09,","85",",7,30,",,,"4258","7",,,,,"0.11",",,,7","0.0",",,,7","53.6",",7","69.5",",,,7","37.7",",,,7",,,,,,,,,,,,
"US1AZYM0004","YUMA 9.7 ESE, AZ US","32.68316667","-114.4585","71.6","2013-01",,,,,,,"0","4,N",,,,,"0.0","4,,N,31,+","0.43","1,,N,26,",,,,,,,,,,,"0.62","1,,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZYM0004","YUMA 9.7 ESE, AZ US","32.68316667","-114.4585","71.6","2013-02",,,,,,,"0","2,N",,,,,"0.0","2,,N,28,+","0.02",",,N,20,",,,,,,,,,,,"0.03",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZYM0004","YUMA 9.7 ESE, AZ US","32.68316667","-114.4585","71.6","2013-03",,,,,,,"0",",N",,,,,"0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0001","PRESCOTT VALLEY 1.1 ESE, AZ US","34.6016","-112.3043","1523.1","2013-01",,,,,,,"1","1,N",,,,,"2.1","1,,N,29,","0.65",",,N,27,",,,,,,,,,,,"1.62",",,,N","2.1","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0001","PRESCOTT VALLEY 1.1 ESE, AZ US","34.6016","-112.3043","1523.1","2013-02",,,,,,,"1","2,N",,,,,"1.6","2,,N,09,","0.14",",,N,21,",,,,,,,,,,,"0.39",",,,N","2.7","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0001","PRESCOTT VALLEY 1.1 ESE, AZ US","34.6016","-112.3043","1523.1","2013-03",,,,,,,"1",",N",,,,,"2.3",",,N,09,","0.54",",,N,09,",,,,,,,,,,,"0.56",",,,N","2.3",",,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0001","PRESCOTT VALLEY 1.1 ESE, AZ US","34.6016","-112.3043","1523.1","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.12",",,N,09,",,,,,,,,,,,"0.12",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"USC00027880","SIERRA VISTA, AZ US","31.53699","-110.28073","1403.9","2013-01",,,,,,,,,"13","5,7,15,",,,,,"0.02","3,,7,27,",,,,,,,,,,,"0.03","3,,,7",,,,,,,"29.0","5,,,7",,,,,,,,,,,,
"USC00027880","SIERRA VISTA, AZ US","31.53699","-110.28073","1403.9","2013-02",,,,,,,,,"21","5,7,12,",,,,,"0.20","1,,7,21,","72","5,7,03,",,,,,,,,,"0.36","1,,,7",,,"45.4","5,7","60.8","5,,,7","30.0","5,,,7",,,,,,,,,,,,
"USC00027880","SIERRA VISTA, AZ US","31.53699","-110.28073","1403.9","2013-03",,,,,,,,,,,,,,,"0.35","1,,7,09,",,,,,,,,,,,"0.35","1,,,7",,,,,,,,,,,,,,,,,,,,
"USC00027880","SIERRA VISTA, AZ US","31.53699","-110.28073","1403.9","2013-04",,,,,,,,,,,,,,,"0.50",",,7,09,",,,,,,,,,,,"0.50",",,,7",,,,,,,,,,,,,,,,,,,,
"US1AZPM0181","TUCSON 15.5 NW, AZ US","32.370654","-111.11798","648.0","2013-01",,,,,,,"0","4,N",,,,,"0.0","4,,N,31,+","0.36",",,N,27,",,,,,,,,,,,"0.76",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0181","TUCSON 15.5 NW, AZ US","32.370654","-111.11798","648.0","2013-02",,,,,,,"0","3,N",,,,,"0.0","3,,N,28,+","0.57",",,N,21,",,,,,,,,,,,"0.83",",,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0181","TUCSON 15.5 NW, AZ US","32.370654","-111.11798","648.0","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","0.48",",,N,09,",,,,,,,,,,,"0.52",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0181","TUCSON 15.5 NW, AZ US","32.370654","-111.11798","648.0","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.12",",,N,09,",,,,,,,,,,,"0.12",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"USW00053159","CAMERON 25 SSE, AZ US","35.5037","-111.3445","1465.2","2013-01",,,"0","R",,,,,"4",",R,15,",,,,,"0.80",",,R,26,","58",",R,27,",,,"2799","R",,,,,"0.93",",,,R",,,"30.0",",R","41.9",",,,R","18.1",",,,R",,,,,,,,,,,,
"USW00053159","CAMERON 25 SSE, AZ US","35.5037","-111.3445","1465.2","2013-02",,,"0","R",,,,,"16",",R,11,",,,,,"0.01",",,R,20,","63",",R,17,",,,"3580","R",,,,,"0.01",",,,R",,,"37.1",",R","50.7",",,,R","23.5",",,,R",,,,,,,,,,,,
"USW00053159","CAMERON 25 SSE, AZ US","35.5037","-111.3445","1465.2","2013-03",,,"0","R",,,,,"19",",R,24,",,,,,"0.28",",,R,08,","77",",R,31,+",,,"4034","R",,,,,"0.31",",,,R",,,"50.4",",R","66.9",",,,R","33.9",",,,R",,,,,,,,,,,,
"USW00053159","CAMERON 25 SSE, AZ US","35.5037","-111.3445","1465.2","2013-04",,,"9","R",,,,,"24",",R,19,",,,,,"0.03",",,R,08,","90",",R,29,",,,"4308","R",,,,,"0.05",",,,R",,,"56.2",",R","72.5",",,,R","39.9",",,,R",,,,,,,,,,,,
"USW00053169","KAYENTA 16 WSW, AZ US","36.6823","-110.5424","2217.1","2013-01",,,"0","R",,,,,"-3",",R,12,",,,,,"1.40",",,R,26,","51",",R,22,",,,"3465","R",,,,,"1.83",",,,R",,,"24.5",",R","34.0",",,,R","15.0",",,,R",,,,,,,,,,,,
"USW00053169","KAYENTA 16 WSW, AZ US","36.6823","-110.5424","2217.1","2013-02",,,"0","R",,,,,"6",",R,11,",,,,,"0.37",",,R,10,","49",",R,05,",,,"4492","R",,,,,"0.88",",,,R",,,"28.3",",R","37.3",",,,R","19.3",",,,R",,,,,,,,,,,,
"USW00053169","KAYENTA 16 WSW, AZ US","36.6823","-110.5424","2217.1","2013-03",,,"0","R",,,,,"16",",R,24,",,,,,"0.41",",,R,08,","65",",R,15,",,,"5206","R",,,,,"0.67",",,,R",,,"42.0",",R","52.9",",,,R","31.1",",,,R",,,,,,,,,,,,
"USW00053169","KAYENTA 16 WSW, AZ US","36.6823","-110.5424","2217.1","2013-04",,,"0","R",,,,,"19",",R,10,",,,,,"0.25",",,R,08,","76",",R,29,",,,"5775","R",,,,,"0.38",",,,R",,,"46.0",",R","58.3",",,,R","33.7",",,,R",,,,,,,,,,,,
"USW00053168","AJO 29 S, AZ US","31.9497","-112.8013","506.3","2013-01",,,"0","R",,,,,"21",",R,12,",,,,,"1.07",",,R,26,","83",",R,23,",,,"913","R",,,,,"1.22",",,,R",,,"50.7",",R","63.7",",,,R","37.8",",,,R",,,,,,,,,,,,
"USW00053168","AJO 29 S, AZ US","31.9497","-112.8013","506.3","2013-02",,,"0","R",,,,,"26",",R,12,",,,,,"0.39",",,R,20,","79",",R,16,",,,"1272","R",,,,,"0.41",",,,R",,,"52.2",",R","66.0",",,,R","38.4",",,,R",,,,,,,,,,,,
"USW00053168","AJO 29 S, AZ US","31.9497","-112.8013","506.3","2013-03",,,"36","R",,,,,"36",",R,09,",,,,,"0.38",",,R,08,","93",",R,14,",,,"1352","R",,,,,"0.38",",,,R",,,"63.6",",R","80.8",",,,R","46.3",",,,R",,,,,,,,,,,,
"USW00053168","AJO 29 S, AZ US","31.9497","-112.8013","506.3","2013-04",,,"138","R",,,,,"43",",R,20,",,,,,"0.00",",,R,30,+","98",",R,28,",,,"1378","R",,,,,"0.00",",,,R",,,"67.5",",R","84.2",",,,R","50.9",",,,R",,,,,,,,,,,,
"USW00053164","PAGE 9 WSW, AZ US","36.8637","-111.6012","991.8","2013-01",,,"0","R",,,,,"15",",R,15,",,,,,"0.62",",,R,26,","55",",R,31,",,,"2147","R",,,,,"0.62",",,,R",,,"35.3",",R","44.5",",,,R","26.0",",,,R",,,,,,,,,,,,
"USW00053164","PAGE 9 WSW, AZ US","36.8637","-111.6012","991.8","2013-02",,,"0","R",,,,,"27",",R,28,",,,,,"0.02",",,R,10,","66",",R,17,",,,"2756","R",,,,,"0.02",",,,R",,,"43.2",",R","53.5",",,,R","33.0",",,,R",,,,,,,,,,,,
"USW00053164","PAGE 9 WSW, AZ US","36.8637","-111.6012","991.8","2013-03",,,"1","R",,,,,"33",",R,01,",,,,,"0.19",",,R,09,","80",",R,29,",,,"3024","R",,,,,"0.36",",,,R",,,"56.4",",R","69.4",",,,R","43.4",",,,R",,,,,,,,,,,,
"USW00053164","PAGE 9 WSW, AZ US","36.8637","-111.6012","991.8","2013-04",,,"68","R",,,,,"40",",R,19,",,,,,"0.04",",,R,08,","94",",R,29,",,,"3145","R",,,,,"0.04",",,,R",,,"63.2",",R","76.2",",,,R","50.2",",,,R",,,,,,,,,,,,
"US1AZYV0008","CORNVILLE 3.7 WNW, AZ US","34.7287","-111.97","1070.8","2013-01",,,,,,,"0","4,N",,,,,"0.0","4,,N,31,+","0.76",",,N,27,",,,,,,,,,,,"1.43",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0008","CORNVILLE 3.7 WNW, AZ US","34.7287","-111.97","1070.8","2013-02",,,,,,,,,,,,,,,"0.12",",,N,20,",,,,,,,,,,,"0.35",",,,N",,,,,,,,,,,,,,,,,,,,
"US1AZYV0008","CORNVILLE 3.7 WNW, AZ US","34.7287","-111.97","1070.8","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","1.10",",,N,09,",,,,,,,,,,,"1.25",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0008","CORNVILLE 3.7 WNW, AZ US","34.7287","-111.97","1070.8","2013-04",,,,,,,"0",",N",,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0007","ASH FORK 4.9 SW, AZ US","35.165237","-112.531507","1569.7","2013-01",,,,,,,"0","5,N",,,,,"0.0","5,,N,31,+","0.97",",,N,26,",,,,,,,,,,,"1.98",",,,N","0.0","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0007","ASH FORK 4.9 SW, AZ US","35.165237","-112.531507","1569.7","2013-02",,,,,,,"2","4,N",,,,,"1.2","4,,N,11,","0.16",",,N,11,",,,,,,,,,,,"0.45",",,,N","3.2","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0007","ASH FORK 4.9 SW, AZ US","35.165237","-112.531507","1569.7","2013-03",,,,,,,"0","3,N",,,,,"0.0","3,,N,31,+","0.20",",,N,09,",,,,,,,,,,,"0.42",",,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0007","ASH FORK 4.9 SW, AZ US","35.165237","-112.531507","1569.7","2013-04",,,,,,,"0","4,N",,,,,"0.0","4,,N,30,+","0.03",",,N,08,",,,,,,,,,,,"0.03",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"USW00053162","COOLIDGE 5 W, AZ US","32.9918","-111.5326","434.3","2013-01",,,"0","R",,,,,"13",",R,15,",,,,,"1.03",",,R,26,","81",",R,23,",,,"1123","R",,,,,"1.24",",,,R",,,"47.6",",R","62.9",",,,R","32.4",",,,R",,,,,,,,,,,,
"USW00053162","COOLIDGE 5 W, AZ US","32.9918","-111.5326","434.3","2013-02",,,"0","R",,,,,"26",",R,13,",,,,,"0.54",",,R,20,","78",",R,16,",,,"1546","R",,,,,"0.54",",,,R",,,"49.9",",R","64.9",",,,R","34.9",",,,R",,,,,,,,,,,,
"USW00053162","COOLIDGE 5 W, AZ US","32.9918","-111.5326","434.3","2013-03",,,"19","R",,,,,"32",",R,01,",,,,,"1.19",",,R,08,","90",",R,14,",,,"1670","R",,,,,"1.19",",,,R",,,"61.6",",R","79.2",",,,R","44.0",",,,R",,,,,,,,,,,,
"USW00053162","COOLIDGE 5 W, AZ US","32.9918","-111.5326","434.3","2013-04",,,"127","R",,,,,"37",",R,18,",,,,,"0.20",",,R,08,","101",",R,29,",,,"1704","R",,,,,"0.20",",,,R",,,"67.5",",R","86.0",",,,R","49.0",",,,R",,,,,,,,,,,,
"US1AZMR0260","MESA 4.3 SW, AZ US","33.36797","-111.862241","367.3","2013-01",,,,,,,,,,,,,,,"1.02",",,N,26,",,,,,,,,,,,"1.89",",,,N",,,,,,,,,,,,,,,,,,,,
"US1AZMR0260","MESA 4.3 SW, AZ US","33.36797","-111.862241","367.3","2013-02",,,,,,,,,,,,,,,"0.25",",,N,21,",,,,,,,,,,,"0.33",",,,N",,,,,,,,,,,,,,,,,,,,
"US1AZMR0260","MESA 4.3 SW, AZ US","33.36797","-111.862241","367.3","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","0.76",",,N,09,",,,,,,,,,,,"1.19",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0260","MESA 4.3 SW, AZ US","33.36797","-111.862241","367.3","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.06",",,N,09,",,,,,,,,,,,"0.06",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"USW00053160","CAMP VERDE 3 N, AZ US","34.6136","-111.8431","1046.7","2013-01",,,"0","R",,,,,"11",",R,14,",,,,,"1.03",",,R,26,","68",",R,21,",,,"1924","R",,,,,"1.43",",,,R",,,"39.4",",R","54.4",",,,R","24.4",",,,R",,,,,,,,,,,,
"USW00053160","CAMP VERDE 3 N, AZ US","34.6136","-111.8431","1046.7","2013-02",,,"0","R",,,,,"20",",R,12,",,,,,"0.58",",,R,20,","71",",R,16,",,,"2541","R",,,,,"0.77",",,,R",,,"43.0",",R","57.8",",,,R","28.1",",,,R",,,,,,,,,,,,
"USW00053160","CAMP VERDE 3 N, AZ US","34.6136","-111.8431","1046.7","2013-03",,,"0","R",,,,,"27",",R,01,",,,,,"1.01",",,R,08,","84",",R,14,",,,"2842","R",,,,,"1.04",",,,R",,,"55.3",",R","72.9",",,,R","37.7",",,,R",,,,,,,,,,,,
"USW00053160","CAMP VERDE 3 N, AZ US","34.6136","-111.8431","1046.7","2013-04",,,"15","R",,,,,"32","1,R,19,",,,,,"0.13",",,R,08,","94","1,R,29,",,,"2996","R",,,,,"0.20",",,,R",,,"60.2","1,R","78.1","1,,,R","42.4","1,,,R",,,,,,,,,,,,
"US1AZMR0140","PHOENIX 5.6 N, AZ US","33.530314","-112.079033","355.4","2013-01",,,,,,,,,,,,,,,"1.06","3,,N,27,",,,,,,,,,,,"1.57","3,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZMR0140","PHOENIX 5.6 N, AZ US","33.530314","-112.079033","355.4","2013-02",,,,,,,"0","4,N",,,,,"0.0","4,,N,28,+","0.79","1,,N,21,",,,,,,,,,,,"0.99","1,,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0140","PHOENIX 5.6 N, AZ US","33.530314","-112.079033","355.4","2013-03",,,,,,,"0","5,N",,,,,"0.0","5,,N,31,+","0.40","3,,N,09,",,,,,,,,,,,"0.58","3,,,N","0.0","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0140","PHOENIX 5.6 N, AZ US","33.530314","-112.079033","355.4","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.00","1,,N,30,+",,,,,,,,,,,"0.00","1,,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0261","MESA 1.6 ENE, AZ US","33.430492","-111.795578","384.4","2013-01",,,,,,,"0","4,N",,,,,"0.0","4,,N,31,+","1.15",",,N,27,",,,,,,,,,,,"1.72",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0261","MESA 1.6 ENE, AZ US","33.430492","-111.795578","384.4","2013-02",,,,,,,"0","5,N",,,,,"0.0","5,,N,28,+","0.39",",,N,21,",,,,,,,,,,,"0.58",",,,N","0.0","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0261","MESA 1.6 ENE, AZ US","33.430492","-111.795578","384.4","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","0.77",",,N,09,",,,,,,,,,,,"0.97",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0261","MESA 1.6 ENE, AZ US","33.430492","-111.795578","384.4","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.05",",,N,09,",,,,,,,,,,,"0.05",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0015","PHOENIX 3.6 NW, AZ US","33.4930944444","-112.107213888933","340.2","2013-01",,,,,,,,,,,,,,,"0.91","1,,N,27,",,,,,,,,,,,"1.36","1,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZMR0015","PHOENIX 3.6 NW, AZ US","33.4930944444","-112.107213888933","340.2","2013-02",,,,,,,"0","5,N",,,,,"0.0","5,,N,28,+","0.69",",,N,21,",,,,,,,,,,,"0.90",",,,N","0.0","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0015","PHOENIX 3.6 NW, AZ US","33.4930944444","-112.107213888933","340.2","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.12",",,N,09,",,,,,,,,,,,"0.12",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"USR0000ASAS","SASABE ARIZONA, AZ US","31.6908","-111.45","1066.8","2013-01",,,"0","U",,,,,"13",",U,15,",,,,,,,"80",",U,23,",,,"1383","U",,,,,,,,,"44.6",",U","60.5",",,,U","28.7",",,,U",,,,,,,,,,,,
"USR0000ASAS","SASABE ARIZONA, AZ US","31.6908","-111.45","1066.8","2013-02",,,"0","U",,,,,"21",",U,25,",,,,,,,"74",",U,02,",,,"1918","U",,,,,,,,,"45.9",",U","61.5",",,,U","30.2",",,,U",,,,,,,,,,,,
"USR0000ASAS","SASABE ARIZONA, AZ US","31.6908","-111.45","1066.8","2013-03",,,"2","U",,,,,"26",",U,01,",,,,,,,"89",",U,15,+",,,"2117","U",,,,,,,,,"58.6",",U","76.5",",,,U","40.7",",,,U",,,,,,,,,,,,
"USR0000ASAS","SASABE ARIZONA, AZ US","31.6908","-111.45","1066.8","2013-04",,,"33","U",,,,,"35",",U,20,+",,,,,,,"92",",U,29,",,,"2218","U",,,,,,,,,"62.7",",U","80.0",",,,U","45.4",",,,U",,,,,,,,,,,,
"US1AZMR0016","SCOTTSDALE 2.3 NE, AZ US","33.709972","-111.841463","781.2","2013-01",,,,,,,,,,,,,,,"2.25","2,,N,27,",,,,,,,,,,,"4.04","2,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZMR0016","SCOTTSDALE 2.3 NE, AZ US","33.709972","-111.841463","781.2","2013-02",,,,,,,,,,,,,,,"0.49",",,N,21,",,,,,,,,,,,"0.83",",,,N",,,,,,,,,,,,,,,,,,,,
"US1AZMR0016","SCOTTSDALE 2.3 NE, AZ US","33.709972","-111.841463","781.2","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","1.07",",,N,09,",,,,,,,,,,,"1.61",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0016","SCOTTSDALE 2.3 NE, AZ US","33.709972","-111.841463","781.2","2013-04",,,,,,,"0","4,N",,,,,"0.0","4,,N,30,+","0.14","1,,N,09,",,,,,,,,,,,"0.18","1,,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2013-02",,,,,,,,,,,,,,,"0.31","3,,N,21,",,,,,,,,,,,"0.54","3,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2013-03",,,,,,,"0","4,N",,,,,"0.0","4,,N,31,+","0.76","2,,N,09,",,,,,,,,,,,"1.05","2,,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0017","CAVE CREEK 2.9 SSW, AZ US","33.785962","-111.977444","596.5","2013-04",,,,,,,"0","2,N",,,,,"0.0","2,,N,30,+","0.02","1,,N,09,",,,,,,,,,,,"0.02","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2013-01",,,,,,,,,,,,,,,"0.90",",,N,27,",,,,,,,,,,,"1.26",",,,N",,,,,,,,,,,,,,,,,,,,
"US1AZMR0138","PHOENIX 11.5 NNW, AZ US","33.607436","-112.134161","388.9","2013-02",,,,,,,,,,,,,,,"0.18","1,,N,21,",,,,,,,,,,,"0.33","1,,,N",,,,,,,,,,,,,,,,,,,,
