"STATION","NAME","DATE","CDSD","DSNW","EMNT","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-11",,,,,"0.13",,,"0.20",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-12",,,,,"0.29",,,"0.39",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-01",,,,,"0.52",,,"1.48",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-03",,,,,"0.15",,,"0.22",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-04",,"0",,"0.0","0.05",,,"0.05","0.0",,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-06",,,,,"0.24",,,"0.24",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-07",,,,,"3.03",,,"9.55",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-08",,,,,"3.49",,,"4.66",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-09",,,,,"0.53",,,"1.68",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-10",,"0",,"0.0","0.03",,,"0.03","0.0",,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2021-12",,,,,,,,"0.81",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2022-01",,"0",,"0.0","0.73",,,"0.87","0.0",,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2022-02",,"0",,"0.0","0.22",,,"0.41","0.0",,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2018-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2018-06",,"0",,"0.0","0.52",,,"1.04","0.0",,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2018-07",,,,,"0.62",,,"2.30",,,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2018-08",,,,,"1.15",,,"3.43",,,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2018-09",,"0",,"0.0","2.65",,,"3.67","0.0",,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2018-10",,,,,"2.04",,,"3.50",,,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2018-11",,"0",,"0.0","0.12",,,"0.12","0.0",,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2018-12",,,,,"0.63",,,"1.77",,,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2019-01",,,,,"0.84",,,"2.19",,,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2019-02",,,,,"1.05",,,"2.81",,,,
"US1AZPM0333","SAHUARITA 9.1 E, AZ US","2019-03",,"0",,"0.0","0.41",,,"0.83","0.0",,,
"US1AZPM0432","VAIL 6.2 SW, AZ US","2022-07",,,,,"1.58",,,"3.84",,,,
"US1AZPM0432","VAIL 6.2 SW, AZ US","2022-08",,,,,"0.75",,,"4.59",,,,
"US1AZPM0432","VAIL 6.2 SW, AZ US","2022-12",,"0",,"0.0","0.91",,,"1.79","0.0",,,
"US1AZPM0432","VAIL 6.2 SW, AZ US","2023-01",,"0",,"0.0","0.48",,,"1.22","0.0",,,
"US1AZPM0432","VAIL 6.2 SW, AZ US","2023-02",,"1",,"2.1","0.48",,,"1.43","2.1",,,
"US1AZPM0432","VAIL 6.2 SW, AZ US","2023-03",,"1",,"5.1","0.61",,,"0.74","5.1",,,
"US1AZPM0432","VAIL 6.2 SW, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2017-08",,,,,"0.55",,,"1.46",,,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2017-09",,"0",,"0.0","0.14",,,"0.28","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2017-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2017-11",,"0",,"0.0","0.19",,,"0.19","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2017-12",,"0",,"0.0","0.43",,,"0.59","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-02",,"0",,"0.0","1.60",,,"2.46","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-06",,"0",,"0.0","0.70",,,"1.12","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-07",,,,,"0.52",,,"2.36",,,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-08",,,,,"0.72",,,"3.00",,,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-09",,"0",,"0.0","2.10",,,"2.40","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-10",,,,,"2.44",,,"4.94",,,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-11",,"0",,"0.0","0.08",,,"0.08","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2018-12",,"0",,"0.0","0.55",,,"1.40","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2019-01",,"1",,"1.0","0.46",,,"1.02","1.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2019-02",,"1",,"2.1","1.11",,,"2.83","2.1",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2019-03",,"0",,"0.0","0.42",,,"0.67","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2019-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2019-05",,"0",,"0.0","0.42",,,"0.42","0.0",,,
"US1AZPM0313","SAHUARITA 3.0 WSW, AZ US","2019-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0413","SAHUARITA 9.9 WNW, AZ US","2021-01",,"1",,"4.0","0.30",,,"0.77","4.5",,,
"US1AZPM0413","SAHUARITA 9.9 WNW, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0413","SAHUARITA 9.9 WNW, AZ US","2021-03",,"0",,"0.0","0.14",,,"0.20","0.0",,,
"US1AZPM0413","SAHUARITA 9.9 WNW, AZ US","2022-08",,,,,"1.00",,,"4.51",,,,
"US1AZPM0413","SAHUARITA 9.9 WNW, AZ US","2022-09",,,,,"1.20",,,"2.96",,,,
"US1AZPM0413","SAHUARITA 9.9 WNW, AZ US","2023-01",,"0",,"0.0","0.42",,,"1.02","0.0",,,
"US1AZPM0413","SAHUARITA 9.9 WNW, AZ US","2023-02",,"0",,"0.0","0.36",,,"1.15","0.0",,,
"US1AZPM0413","SAHUARITA 9.9 WNW, AZ US","2023-03",,"1",,"3.0","0.35",,,"0.46","3.0",,,
"US1AZPM0413","SAHUARITA 9.9 WNW, AZ US","2023-04",,"1",,"3.0","3.00",,,"3.00","3.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2020-06",,"0",,"0.0","0.24",,,"0.24","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2020-07",,"0",,"0.0","0.20",,,"0.47","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2020-08",,"0",,"0.0","0.05",,,"0.12","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2020-09",,"0",,"0.0","0.18",,,"0.18","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2020-10",,"0",,"0.0","0.06",,,"0.06","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2020-11",,"0",,"0.0","0.20",,,"0.25","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2020-12",,"0",,"0.0","0.35",,,"0.42","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2021-01",,,,,"0.58",,,"1.57",,,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2021-03",,"0",,"0.0","0.10",,,"0.12","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2021-04",,"0",,"0.0","0.18",,,"0.19","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0395","GREEN VALLEY 4.1 NE, AZ US","2021-06",,"0",,"0.0","0.08",,,"0.08","0.0",,,
"US1AZPM0110","GREEN VALLEY 2.7 SW, AZ US","2013-07",,,,,"2.05",,,"4.94",,,,
"US1AZPM0110","GREEN VALLEY 2.7 SW, AZ US","2013-08",,,,,,,,"2.58",,,,
"US1AZPM0110","GREEN VALLEY 2.7 SW, AZ US","2014-10",,,,,"0.48",,,"0.89",,,,
"US1AZPM0110","GREEN VALLEY 2.7 SW, AZ US","2014-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0110","GREEN VALLEY 2.7 SW, AZ US","2015-02",,,,,"0.48",,,"0.72",,,,
"US1AZPM0110","GREEN VALLEY 2.7 SW, AZ US","2015-03",,,,,"0.10",,,"0.22",,,,
"US1AZPM0254","CORONA DE TUCSON 0.5 WSW, AZ US","2014-09",,,,,"0.83",,,"2.36",,,,
"US1AZPM0254","CORONA DE TUCSON 0.5 WSW, AZ US","2014-12",,,,,"0.64",,,"2.13",,,,
"US1AZPM0254","CORONA DE TUCSON 0.5 WSW, AZ US","2015-01",,"1",,"2.0","0.94",,,"2.01","2.0",,,
"US1AZPM0254","CORONA DE TUCSON 0.5 WSW, AZ US","2015-02",,"0",,"0.0","0.23",,,"0.45","0.0",,,
"US1AZPM0254","CORONA DE TUCSON 0.5 WSW, AZ US","2015-03",,"0",,"0.0","0.38",,,"0.92","0.0",,,
"US1AZPM0254","CORONA DE TUCSON 0.5 WSW, AZ US","2015-04",,"0",,"0.0","0.08",,,"0.08","0.0",,,
"US1AZPM0254","CORONA DE TUCSON 0.5 WSW, AZ US","2015-05",,"0",,"0.0","1.11",,,"1.20","0.0",,,
"US1AZPM0254","CORONA DE TUCSON 0.5 WSW, AZ US","2015-06",,,,,"0.63",,,"1.36",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2019-10",,,,,"0.00",,,"0.00",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2019-11",,,,,"0.74",,,"2.28",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-01",,,,,"0.30",,,"0.75",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-03",,,,,"0.46",,,"0.74",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-04",,"0",,"0.0","0.08",,,"0.08","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-05",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-06",,"0",,"0.0","0.22",,,"0.22","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-07",,,,,"0.24",,,"0.85",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-08",,"0",,"0.0","0.65",,,"1.09","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-09",,"0",,"0.0","0.43",,,"0.44","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-10",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-11",,"0",,"0.0","0.11",,,"0.17","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2020-12",,,,,"0.32",,,"0.46",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-01",,,,,"0.36",,,"1.16",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-04",,"0",,"0.0","0.07",,,"0.07","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-06",,"0",,"0.0","0.11",,,"0.12","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-07",,,,,"1.84",,,"7.90",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-08",,,,,"2.55",,,"5.11",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-09",,,,,"0.54",,,"1.43",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-10",,"0",,"0.0","0.02",,,"0.02","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2021-12",,,,,"0.20",,,"0.73",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-01",,"0",,"0.0","0.49",,,"0.54","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-02",,"0",,"0.0","0.21",,,"0.29","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-03",,"0",,"0.0","0.25",,,"0.37","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-06",,,,,"0.19",,,"0.42",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-07",,,,,"1.37",,,"3.35",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-08",,,,,"0.56",,,"2.50",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-09",,,,,"3.78",,,"6.95",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-10",,,,,"0.33",,,"0.77",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-11",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2022-12",,,,,"0.43",,,"1.24",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2023-01",,,,,"0.49",,,"0.87",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2023-02",,,,,"0.19",,,"0.59",,,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2023-03",,"0",,"0.8","0.22",,,"0.54","0.8",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2023-05",,"0",,"0.0","0.06",,,"0.06","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0375","GREEN VALLEY 1.2 SW, AZ US","2023-07",,,,,"0.48",,,"1.08",,,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2022-06",,,,,"0.11",,,"0.35",,,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2022-07",,,,,"1.21",,,"3.30",,,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2022-08",,,,,"0.41",,,"2.35",,,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2022-09",,,,,"3.36",,,"5.65",,,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2022-10",,,,,"0.28",,,"0.68",,,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2022-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2022-12",,"0",,"0.0","0.49",,,"1.30","0.0",,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2023-01",,,,,"0.59",,,"1.11",,,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2023-02",,,,,"0.18",,,"0.69",,,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2023-03",,"0",,"0.0","0.37",,,"0.56","0.0",,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2023-05",,"0",,"0.0","0.07",,,"0.07","0.0",,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0430","GREEN VALLEY 0.9 WNW, AZ US","2023-07",,,,,"0.48",,,"1.05",,,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2013-07",,,,,"1.06",,,"3.52",,,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2013-09",,"0",,"0.0","1.96",,,"3.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2013-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2013-11",,"0",,"0.0","2.03",,,"2.06","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2013-12",,"0",,"0.0","0.42",,,"0.42","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2014-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2014-02",,"0",,"0.0","0.10",,,"0.10","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2014-03",,"0",,"0.0","0.00",,,"1.85","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2014-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2014-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2014-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2014-07",,,,,"2.86",,,"5.87",,,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2014-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2014-12",,"0",,"0.0","0.69",,,"2.04","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2015-01",,"1",,"2.0","0.37",,,"2.19","2.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2015-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2015-03",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2015-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2015-05",,"0",,"0.0","1.03",,,"1.16","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2015-07",,"0",,"0.0","0.33",,,"0.82","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2015-08",,,,,"0.70",,,"1.92",,,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2015-10",,,,,"0.74",,,"1.40",,,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2015-11",,"0",,"0.0","0.14",,,"0.17","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2015-12",,"0",,"0.0","0.67",,,"0.98","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2016-04",,"0",,"0.0","0.33",,,"0.43","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2016-05",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2016-06",,"0",,"0.0","0.83",,,"1.37","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2016-07",,,,,"1.54",,,"3.39",,,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2016-09",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2016-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2016-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2016-12",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2017-01",,"0",,"0.0","0.21",,,"0.23","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2017-08",,"0",,"0.0","0.45",,,"0.92","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2017-09",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2017-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2017-11",,"0",,"0.0","0.18",,,"0.18","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2017-12",,"0",,"0.0","0.20",,,"0.20","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2018-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2018-02",,"0",,"0.0","0.90",,,"3.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2018-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2018-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2018-09",,"0",,"0.0","2.60",,,"3.75","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2019-01",,"0",,"0.0","1.06",,,"1.78","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2019-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2019-03",,"0",,"0.0","0.06",,,"0.06","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2019-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2019-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2019-07",,"0",,"0.0","0.39",,,"1.24","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2019-08",,"0",,"0.0","1.30",,,"2.24","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2019-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2019-11",,"0",,"0.0","0.00",,,"1.20","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2019-12",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2020-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2020-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2020-03",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2020-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2020-05",,"0",,"0.0","0.07",,,"0.07","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2020-06",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2020-07",,,,,"0.50",,,"1.36",,,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-03",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-07",,,,,,,,"10.04",,,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-08",,,,,"1.45",,,"3.24",,,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-09",,"0",,"0.0","0.63",,,"0.63","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2021-12",,"0",,"0.0","0.50",,,"0.99","0.0",,,
